single,singleLabel,releaseDate,genreLabel,performerLabel,citizenshipLabel,youtubeID,viewCountSample,lat,lon,latlon
http://www.wikidata.org/entity/Q123326644,Cocktail d'amore,2023-11-03T00:00:00Z,urban contemporary,Mahmood,Italy,8fc5vf-Obcg,247079,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122762024,Un'altra storia,2023-09-22T00:00:00Z,pop music,Marco Mengoni,Italy,0K4-lkFs4hg,245743,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116636638,Purple in the Sky,2023-02-03T00:00:00Z,pop music,Elodie,Italy,L35XgmqIZBQ,240595,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119998676,Tulipani blu,2023-05-05T00:00:00Z,pop music,Matteo Romano,Italy,CnfXBVu-9OA,230145,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123486176,Só Sei Me Apaixonar,2023-09-22T00:00:00Z,pop music,Bruno Gadiol,Brazil,4TkkLCs4Guk,229941,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q119959810,Un altro mondo,2023-06-23T00:00:00Z,pop music,Marracash,Italy,KUGKDa2Knw8,219879,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q129616564,Dimmi che non è un addio,2023-11-07T00:00:00Z,pop music,Holden,Italy,KLPtUCLkUm4,219766,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116789917,Fatti rimandare dalla mamma a prendere il latte,2023-02-07T00:00:00Z,pop music,Gianni Morandi,Italy,LOXJk-qD2Ig,218721,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q121941759,Roosarito,2023-08-25T00:00:00Z,pop music,Mehdi Yarrahi,Iran,7ChZablq2OY,212892,32,53,"32, 53"
http://www.wikidata.org/entity/Q117930352,Evviva!,2023-04-28T00:00:00Z,pop music,Gianni Morandi,Italy,Xy4tUdLdaAA,211492,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123596309,Fila indiana,2023-12-01T00:00:00Z,pop music,Angelina Mango,Italy,fClkeqwlpLs,208998,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122425063,Waray,2023-07-13T00:00:00Z,Afrobeat,Issam Alnajjar,Jordan,kM7wBKHQscE,207297,31.2,36.5,"31.2, 36.5"
http://www.wikidata.org/entity/Q123194059,Riviera,2023-05-19T00:00:00Z,pop music,Max Gazzè,Italy,f_aWHlfY2iw,205633,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122579160,Fino al giorno nuovo,2023-09-15T00:00:00Z,pop music,Fabri Fibra,Italy,KkpmgBuc8XQ,202927,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q127188801,Stupida libertà,2023-11-24T00:00:00Z,pop music,Luigi Strangis,Italy,8lqg3zxEzOM,201781,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118384524,La fine del mondo,2023-05-12T00:00:00Z,pop music,Mr. Rain,Italy,zQViAC8vW7s,201684,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118708642,Amore indiano,2023-05-25T00:00:00Z,pop music,Tommaso Paradiso,Italy,vTs64oHvQSI,200958,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119789152,Alta marea,2023-06-16T00:00:00Z,pop music,Coez,Italy,CYoSEdLA2h8,198936,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119560580,Obladi oblada,2023-06-16T00:00:00Z,hip hop music,Fabri Fibra,Italy,MaSs2GWaVmc,194050,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123200954,Che c'è di male,2023-10-06T00:00:00Z,pop music,Max Gazzè,Italy,K-fg6LrTov8,183804,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118233862,Tasche,2023-04-28T00:00:00Z,pop music,Mara Sattei,Italy,oRmNAAQu1S8,183371,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q126920814,Touché,2023-09-23T00:00:00Z,pop music,Sarah,Italy,mWFKA0mk-JA,177355,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119517969,Guardando la luna (Napoli RMX),2023-05-11T00:00:00Z,pop music,Clementino,Italy,i-KM3CFa0RQ,170348,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120721028,Senza confine,2023-05-05T00:00:00Z,pop music,Giorgia,Italy,PeM7onf6-08,158148,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117006578,Addio mio amore,2023-03-03T00:00:00Z,pop music,Tiziano Ferro,Italy,JA4zsHWT6_0,157415,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123916275,Uragano Damn,2023-12-15T00:00:00Z,hip hop music,Thasup,Italy,70tTrRJ24eg,153280,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q124616554,The World Is Blind,2023-12-16T00:00:00Z,pop music,Abu,Egypt,G9Yo1d6GMmo,152757,27,29,"27, 29"
http://www.wikidata.org/entity/Q123510140,Con questa luce,2023-11-07T00:00:00Z,pop music,Giordana Angi,Italy,Y7PdHP3t2e4,148623,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117193210,Diamanti,2023-03-17T00:00:00Z,pop music,Elisa,Italy,q23_RaTCJtI,148093,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122503100,Abbiamo vinto già,2023-09-01T00:00:00Z,pop music,Tiziano Ferro,Italy,R6LQCjQMCus,145911,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q124010532,Foda-se,2023-10-20T00:00:00Z,pop music,Bruno Gadiol,Brazil,fDbNLQSddTQ,145656,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q119992589,Profumo,2023-05-26T00:00:00Z,pop music,M¥SS KETA,Italy,CvmlmFWR2yY,139322,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120442394,Vamos a bailar,2023-07-12T00:00:00Z,pop music,Tiziano Ferro,Italy,qAlDkIbBr9Y,134866,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123455840,Zero,2023-11-10T00:00:00Z,pop music,Laura Pausini,Italy,vlSwNplb20Y,130080,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117960929,Disco dance,2023-04-28T00:00:00Z,pop music,Francesca Michielin,Italy,_GTNNNpNc40,128451,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116994437,O dj (Don't give up),2023-03-03T00:00:00Z,disco,Liberato,Italy,UzakCrtbiHw,126873,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117007513,Così speciale,2023-03-03T00:00:00Z,pop music,Diodato,Italy,dGfGnU6CbKw,125961,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117776471,L'abitudine,2023-04-07T00:00:00Z,pop music,Francesco Gabbani,Italy,TdXURrtqNEw,125957,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117428383,Delincuente,2023-03-31T00:00:00Z,Latin trap,Kanye West,Italy,M7Ft-rvo6aM,121095,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q124029503,Male più non fare,2023-12-01T00:00:00Z,pop music,Jake La Furia,Italy,ITV5HeV95Go,120668,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123966534,Boulevard,2023-12-01T00:00:00Z,pop music,Clara,Italy,a19fSTSHFkg,120370,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123914658,Seleção,2023-11-24T00:00:00Z,hip hop music,Thasup,Italy,eIYkvHNBYjw,120000,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q124340966,Castello di sabbia,2023-09-08T00:00:00Z,pop music,LDA,Italy,hoHwD_hKGTY,113539,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120837038,Piango in discoteca,2023-07-21T00:00:00Z,electropop,Mara Sattei,Italy,u2wQsYoJYtU,112689,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120030171,Il mio dawg,2023-06-16T00:00:00Z,hip hop music,Vegas Jones,Italy,GNppkLT_3eM,107775,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119084948,Mani in alto,2023-06-02T00:00:00Z,reggaeton,Kanye West,Italy,cD7pMbzhG8Y,105967,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119950430,Canzone d'estate,2023-06-23T00:00:00Z,pop music,Levante,Italy,04RuaVt3iT8,105102,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123336633,Mondo panico,2023-10-06T00:00:00Z,pop music,Fabri Fibra,Italy,bHU699c3yO0,104986,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q121057592,Per farti ridere di me,2023-04-28T00:00:00Z,pop music,Mobrici,Italy,EljDy5ei9aw,102778,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q129348733,La notte vola (RMX),2023-03-16T00:00:00Z,pop music,Lorella Cuccarini,Italy,NrjhXtecQgk,102226,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122939854,Ragù,2023-05-26T00:00:00Z,pop music,Fulminacci,Italy,-DUVS8YP2uw,97196,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120223254,Pelle d'oca,2023-05-19T00:00:00Z,pop music,Dargen D'Amico,Italy,QeSukZqDkJ0,96602,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123378520,Stupidi ragazzi,2023-11-03T00:00:00Z,pop music,Achille Lauro,Italy,kU-T9mjMSm0,96082,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122407771,Che colpa ne ho,2023-09-08T00:00:00Z,indie pop,Coez,Italy,OsqCDNgaqDg,95639,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122802792,Sirene,2023-09-15T00:00:00Z,pop music,Grag Queen,Brazil,Ivde9DpaRRw,92900,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q123503359,Photo,2023-09-01T00:00:00Z,pop music,Giordana Angi,Italy,L772xAQSDrg,91999,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116203634,Milkshake,2023-01-12T00:00:00Z,pop music,Grag Queen,Brazil,uYi3kOaLK5A,90683,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q126920754,Viole e violini,2023-12-05T00:00:00Z,pop music,Sarah,Italy,N54_KW3KGtc,90450,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117288198,Estasi,2023-03-24T00:00:00Z,pop music,Gaia,Italy,8gBeo2jXVcc,87283,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120360212,Volo rovescio,2023-04-21T00:00:00Z,pop music,Leo Gassmann,Italy,6QAZEGYEsRw,85418,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118397529,Fragole,2023-05-12T00:00:00Z,pop music,Achille Lauro,Italy,7WnAjND9T80,82759,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120401298,Capiscimi,2023-06-02T00:00:00Z,pop music,Leo Gassmann,Italy,JlSq7OGNv20,82573,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123384629,Tokyo,2023-11-10T00:00:00Z,pop music,Gaia,Italy,MmdIFMF6xt0,81533,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123669376,Filippo Leroy,2023-09-15T00:00:00Z,pop music,Fulminacci,Italy,6vVJSdE7Npc,79889,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q124257178,+1,2023-01-12T00:00:00Z,indie pop,Fulminacci,Italy,E75TdoMl6mk,78782,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120729869,Innamorata (F U!),2023-04-14T00:00:00Z,pop music,Nina Zilli,Italy,KnfRDZjisvc,71243,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117804498,Leggera,2023-03-31T00:00:00Z,pop music,Levante,Italy,BY_KYvffQP0,70159,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119477681,Come Marilyn,2023-04-21T00:00:00Z,pop rap,Federica Carta,Italy,MXc2o3NifGg,68381,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123165644,Replay,2023-09-29T00:00:00Z,hip hop music,MV Killa,Italy,6pU6clJA3ME,66379,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117833078,Chiamami quando la magia finisce,2023-04-21T00:00:00Z,pop music,Tropico,Italy,ngUZBgNTAA4,64391,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123439041,Genkidama,2023-11-03T00:00:00Z,trap music,Vale Lambo,Italy,dYiSLv_z2Jc,62645,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q117323528,Remember,2023-03-24T00:00:00Z,pop music,Carl Brave,Italy,M8RCRP-Cud4,61878,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123563311,Mare aperto,2023-11-24T00:00:00Z,pop music,Mara Sattei,Italy,J0JIz6gHGFU,56730,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123456670,Magia,2023-11-15T00:00:00Z,pop music,Margherita Vicario,Italy,8LUeaAtenjM,56399,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q121125992,Dove,2023-05-19T00:00:00Z,pop music,Fabrizio Moro,Italy,t8B00vQw4zw,56221,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123851010,Solite chiacchiere,2023-12-15T00:00:00Z,pop music,Francesca Michielin,Italy,5Qi2Ivp2M84,53727,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123562522,Io ti conosco,2023-11-24T00:00:00Z,pop music,Madame,Italy,D_Op2foIho0,52560,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123975086,Americana,2023-12-15T00:00:00Z,pop music,Sangiovanni,Italy,ZAe3jHFh88A,51831,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q121997318,Economies of Scale,2023-08-29T00:00:00Z,electropop,Steven Wilson,United Kingdom,wmtyvKz8ubQ,49908,54.6,-2,"54.6, -2"
http://www.wikidata.org/entity/Q122233720,Impossible Tightrope,2023-09-05T00:00:00Z,progressive rock,Steven Wilson,United Kingdom,qbGkZ31Fmp8,47276,54.6,-2,"54.6, -2"
http://www.wikidata.org/entity/Q117313014,Anna della porta accanto,2023-03-17T00:00:00Z,pop music,Gianni Morandi,Italy,eeVvON1YajI,46380,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123735074,Ubriachi di vita,2023-12-08T00:00:00Z,pop music,Tropico,Italy,AWmzX-T5-jk,42552,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123678574,Baciami baciami,2023-11-24T00:00:00Z,pop music,Fulminacci,Italy,rproWt3JgH0,37526,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119399168,Fulmini addosso,2023-06-09T00:00:00Z,dance-pop,Francesca Michielin,Italy,ZXgQEvqdkSk,37306,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123908417,"Si, certo l'amore",2023-11-23T00:00:00Z,canzone d'autore,Morgan,Italy,8jQgd9A36lA,36282,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123385493,Il meglio di te,2023-11-10T00:00:00Z,pop music,Giusy Ferreri,Italy,SbZp6ei-W-I,35781,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q120784747,Che mme lassat' a fa,2023-07-21T00:00:00Z,pop music,Tropico,Italy,bMDjAWoqCYA,35401,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122442853,Rock Bottom,2023-09-12T00:00:00Z,power ballad,Steven Wilson,United Kingdom,eRaspkaqR8o,33346,54.6,-2,"54.6, -2"
http://www.wikidata.org/entity/Q124348266,Promesse,2023-12-06T00:00:00Z,pop music,LDA,Italy,PSMshIO76-U,33283,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122583286,Fantasie,2023-09-15T00:00:00Z,pop music,Cesare Cremonini,Italy,K-mimXEKLK4,31205,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119592520,Que Passa,2023-06-15T00:00:00Z,pop music,Grag Queen,Brazil,zVeo7JPqcgU,29736,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q116883130,Un bosco,2023-02-17T00:00:00Z,pop music,Francesca Michielin,Italy,ID6ZXQF_kDM,28939,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122431414,Rumore,2023-09-12T00:00:00Z,pop music,Ariete,Italy,vDAOPjG-Vb8,25024,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118482859,Un'altra ora,2023-05-19T00:00:00Z,pop music,Ariete,Italy,eW2L95BVvwM,24689,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q122781518,Embracing the Unknown,2023-09-07T00:00:00Z,electronic music,Mariusz Duda,Poland,FVje-91nQ4I,22846,52,19,"52, 19"
http://www.wikidata.org/entity/Q122871944,Canzoncina,2023-09-29T00:00:00Z,pop music,Margherita Vicario,Italy,PzwxIeowgU0,21736,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116883153,Quello che ancora non c'è,2023-02-24T00:00:00Z,pop music,Francesca Michielin,Italy,xfkhYK5fYRQ,19750,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123463755,Motor Valley RMX,2023-07-21T00:00:00Z,hip hop music,Caneda,Italy,kt0wXqsilkA,14200,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123734836,FOMO,2023-12-08T00:00:00Z,electropop,Cecilia,Estonia,jD6JhcrQsvg,13655,59,26,"59, 26"
http://www.wikidata.org/entity/Q118398643,Tridimensionale,2023-05-12T00:00:00Z,dance music,Benny Benassi,Italy,I9_2m4s8WTQ,10078,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q129487227,L'epica della guerra,2023-11-24T00:00:00Z,pop music,Max Gazzè,Italy,GIH7Ff5XwcQ,6416,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q123668777,Simile,2023-05-23T00:00:00Z,pop music,Fulminacci,Italy,bpXLoWCKa1A,5723,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116694610,Supereroi,2023-02-08T00:00:00Z,pop music,Mr. Rain,Italy,uuVBNyn3ZB8,5148,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118662858,Porno,2023-02-17T00:00:00Z,pop-punk,Naska,Italy,sh-WvAEebAg,5075,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q119776697,Robot,2023-06-16T00:00:00Z,dance-pop,Bassi Maestro,Italy,GMtoqfNtQAE,4737,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q118593829,Fofoca,2023-05-19T00:00:00Z,pop music,Grag Queen,Brazil,p6RvjCTogEI,3746,-14,-53,"-14, -53"
http://www.wikidata.org/entity/Q123463805,Solo Dio Lo Sa,2023-10-27T00:00:00Z,hip hop music,Chicoria,Italy,-XPqW7tN4e8,3229,42.5,12.5,"42.5, 12.5"
http://www.wikidata.org/entity/Q116686454,La Zone 2.0,2023-02-03T00:00:00Z,hip hop music,Miydu,Algeria,0Nduwx43Oc0,2125,28,1,"28, 1"
http://www.wikidata.org/entity/Q116685627,Aliyam,2023-02-03T00:00:00Z,hip hop music,Miydu,Algeria,lvf-UN4IGe4,173,28,1,"28, 1"
http://www.wikidata.org/entity/Q116686357,Hood Love,2023-02-03T00:00:00Z,hip hop music,Miydu,Algeria,e3xa3Lxfzfw,161,28,1,"28, 1"
http://www.wikidata.org/entity/Q118168827,Alakanaka,2023-05-05T00:00:00Z,rhythm and blues,Thanmai Bolt,India,ghdB8_x8mas,57,22.8,83,"22.8, 83"
http://www.wikidata.org/entity/Q119043026,Let's Go,2023-06-16T00:00:00Z,electronic dance music,Jordan Agro,Russia,f98l8-oayWQ,8,66.41666667,94.25,"66.416666666, 94.25"
http://www.wikidata.org/entity/Q117000840,Blow It In The Wind (Cover),2023-02-28T00:00:00Z,hip hop music,Mugeni Elijah,South Africa,HkNbuLJ8mSw,4,-29,24,"-29, 24"